Date,Close
1980-07-25,0.6028202772140503
1980-07-28,0.6028202772140503
1980-07-29,0.6028202772140503
1980-07-30,0.5990048050880432
1980-07-31,0.5913746953010559
1980-08-01,0.5875590443611145
1980-08-04,0.5799285173416138
1980-08-05,0.5761131048202515
1980-08-06,0.5722981095314026
1980-08-07,0.5722981095314026
1980-08-08,0.5722981095314026
1980-08-11,0.5684825778007507
1980-08-12,0.5722981095314026
1980-08-13,0.5722981095314026
1980-08-14,0.5799285173416138
1980-08-15,0.5761131048202515
1980-08-18,0.5799285173416138
1980-08-19,0.5799285173416138
1980-08-20,0.5722981095314026
1980-08-21,0.5722981095314026
1980-08-22,0.5799285173416138
1980-08-25,0.5722981095314026
1980-08-26,0.5761131048202515
1980-08-27,0.5799285173416138
1980-08-28,0.5799285173416138
1980-08-29,0.5799285173416138
1980-09-02,0.5837438106536865
1980-09-03,0.59518963098526
1980-09-04,0.5799285173416138
1980-09-05,0.5761131048202515
1980-09-08,0.5799285173416138
1980-09-09,0.5722981095314026
1980-09-10,0.5761131048202515
1980-09-11,0.5684825778007507
1980-09-12,0.5646668672561646
1980-09-15,0.5684825778007507
1980-09-16,0.5646668672561646
1980-09-17,0.5570367574691772
1980-09-18,0.5608522891998291
1980-09-19,0.5532214045524597
1980-09-22,0.5494061708450317
1980-09-23,0.5379598736763
1980-09-24,0.534144401550293
1980-09-25,0.530329704284668
1980-09-26,0.5265139937400818
1980-09-29,0.5074374675750732
1980-09-30,0.5036221742630005
1980-10-01,0.4998069405555725
1980-10-02,0.5036221742630005
1980-10-03,0.5036221742630005
1980-10-06,0.5036221742630005
1980-10-07,0.5112528800964355
1980-10-08,0.5150680541992188
1980-10-09,0.5150680541992188
1980-10-10,0.5150680541992188
1980-10-13,0.5150680541992188
1980-10-14,0.5226988792419434
1980-10-15,0.530329704284668
1980-10-16,0.5379598736763
1980-10-17,0.5379598736763
1980-10-20,0.534144401550293
1980-10-21,0.530329704284668
1980-10-22,0.530329704284668
1980-10-23,0.534144401550293
1980-10-24,0.5379598736763
1980-10-27,0.5265139937400818
1980-10-28,0.5265139937400818
1980-10-29,0.530329704284668
1980-10-30,0.534144401550293
1980-10-31,0.534144401550293
1980-11-03,0.5265139937400818
1980-11-05,0.530329704284668
1980-11-06,0.5265139937400818
1980-11-07,0.5265139937400818
1980-11-10,0.5226988792419434
1980-11-11,0.518883466720581
1980-11-12,0.5226988792419434
1980-11-13,0.5226988792419434
1980-11-14,0.5226988792419434
1980-11-17,0.518883466720581
1980-11-18,0.518883466720581
1980-11-19,0.5150680541992188
1980-11-20,0.5074374675750732
1980-11-21,0.5036221742630005
1980-11-24,0.4959913194179535
1980-11-25,0.4998069405555725
1980-11-26,0.4959913194179535
1980-11-28,0.4959913194179535
1980-12-01,0.4959913194179535
1980-12-02,0.4959913194179535
1980-12-03,0.4998069405555725
1980-12-04,0.4807303547859192
1980-12-05,0.47691473364830017
1980-12-08,0.4692845046520233
1980-12-09,0.45783811807632446
1980-12-10,0.45783811807632446
1980-12-11,0.4616536498069763
1980-12-12,0.4616536498069763
1980-12-15,0.45783811807632446
1980-12-16,0.4654689431190491
1980-12-17,0.4654689431190491
1980-12-18,0.4959913194179535
1980-12-19,0.4998069405555725
1980-12-22,0.5074374675750732
1980-12-23,0.5074374675750732
1980-12-24,0.5036221742630005
1980-12-26,0.4998069405555725
1980-12-29,0.48454567790031433
1980-12-30,0.47691473364830017
1980-12-31,0.47691473364830017
1981-01-02,0.47691473364830017
1981-01-05,0.4959913194179535
1981-01-06,0.5074374675750732
1981-01-07,0.5036221742630005
1981-01-08,0.4998069405555725
1981-01-09,0.5036221742630005
1981-01-12,0.4998069405555725
1981-01-13,0.5036221742630005
1981-01-14,0.5036221742630005
1981-01-15,0.5074374675750732
1981-01-16,0.4959913194179535
1981-01-19,0.4921758472919464
1981-01-20,0.4959913194179535
1981-01-21,0.4998069405555725
1981-01-22,0.4998069405555725
1981-01-23,0.4921758472919464
1981-01-26,0.4883608818054199
1981-01-27,0.4959913194179535
1981-01-28,0.4959913194179535
1981-01-29,0.4921758472919464
1981-01-30,0.4959913194179535
1981-02-02,0.4998069405555725
1981-02-03,0.4959913194179535
1981-02-04,0.4998069405555725
1981-02-05,0.4959913194179535
1981-02-06,0.4998069405555725
1981-02-09,0.4959913194179535
1981-02-10,0.4959913194179535
1981-02-11,0.4959913194179535
1981-02-12,0.4959913194179535
1981-02-13,0.4959913194179535
1981-02-17,0.5036221742630005
1981-02-18,0.4959913194179535
1981-02-19,0.5036221742630005
1981-02-20,0.5074374675750732
1981-02-23,0.5150680541992188
1981-02-24,0.518883466720581
1981-02-25,0.530329704284668
1981-02-26,0.5379598736763
1981-02-27,0.5455904603004456
1981-03-02,0.5417750477790833
1981-03-03,0.534144401550293
1981-03-04,0.5074374675750732
1981-03-05,0.4959913194179535
1981-03-06,0.5036221742630005
1981-03-09,0.4921758472919464
1981-03-10,0.4959913194179535
1981-03-11,0.5036221742630005
1981-03-12,0.5112528800964355
1981-03-13,0.5112528800964355
1981-03-16,0.5150680541992188
1981-03-17,0.518883466720581
1981-03-18,0.5226988792419434
1981-03-19,0.5226988792419434
1981-03-20,0.5265139937400818
1981-03-23,0.5226988792419434
1981-03-24,0.5150680541992188
1981-03-25,0.5150680541992188
1981-03-26,0.5150680541992188
1981-03-27,0.5112528800964355
1981-03-30,0.5036221742630005
1981-03-31,0.4921758472919464
1981-04-01,0.4883608818054199
1981-04-02,0.4998069405555725
1981-04-03,0.5074374675750732
1981-04-06,0.5074374675750732
1981-04-07,0.5036221742630005
1981-04-08,0.5036221742630005
1981-04-09,0.4998069405555725
1981-04-10,0.4959913194179535
1981-04-13,0.4998069405555725
1981-04-14,0.4998069405555725
1981-04-15,0.4998069405555725
1981-04-16,0.5036221742630005
1981-04-20,0.5112528800964355
1981-04-21,0.5074374675750732
1981-04-22,0.5150680541992188
1981-04-23,0.5150680541992188
1981-04-24,0.5150680541992188
1981-04-27,0.5150680541992188
1981-04-28,0.5226988792419434
1981-04-29,0.5150680541992188
1981-04-30,0.5150680541992188
1981-05-01,0.5112528800964355
1981-05-04,0.5112528800964355
1981-05-05,0.5112528800964355
1981-05-06,0.5112528800964355
1981-05-07,0.5074374675750732
1981-05-08,0.5150680541992188
1981-05-11,0.5074374675750732
1981-05-12,0.5074374675750732
1981-05-13,0.5074374675750732
1981-05-14,0.5074374675750732
1981-05-15,0.5112528800964355
1981-05-18,0.5112528800964355
1981-05-19,0.5112528800964355
1981-05-20,0.5112528800964355
1981-05-21,0.5150680541992188
1981-05-22,0.5112528800964355
1981-05-26,0.5265139937400818
1981-05-27,0.5150680541992188
1981-05-28,0.5150680541992188
1981-05-29,0.5150680541992188
1981-06-01,0.5226988792419434
1981-06-02,0.5265139937400818
1981-06-03,0.5265139937400818
1981-06-04,0.5112528800964355
1981-06-05,0.5036221742630005
1981-06-08,0.5036221742630005
1981-06-09,0.5036221742630005
1981-06-10,0.5150680541992188
1981-06-11,0.5112528800964355
1981-06-12,0.518883466720581
1981-06-15,0.5494061708450317
1981-06-16,0.5455904603004456
1981-06-17,0.5455904603004456
1981-06-18,0.5379598736763
1981-06-19,0.5379598736763
1981-06-22,0.5379598736763
1981-06-23,0.5417750477790833
1981-06-24,0.534144401550293
1981-06-25,0.530329704284668
1981-06-26,0.5265139937400818
1981-06-29,0.518883466720581
1981-06-30,0.5226988792419434
1981-07-01,0.4883608818054199
1981-07-02,0.5036221742630005
1981-07-06,0.4998069405555725
1981-07-07,0.5036221742630005
1981-07-08,0.4998069405555725
1981-07-09,0.4998069405555725
1981-07-10,0.5112528800964355
1981-07-13,0.5036221742630005
1981-07-14,0.5112528800964355
1981-07-15,0.5150680541992188
1981-07-16,0.5150680541992188
1981-07-17,0.5150680541992188
1981-07-20,0.5036221742630005
1981-07-21,0.5074374675750732
1981-07-22,0.4998069405555725
1981-07-23,0.4998069405555725
1981-07-24,0.4998069405555725
1981-07-27,0.5074374675750732
1981-07-28,0.5150680541992188
1981-07-29,0.5150680541992188
1981-07-30,0.5112528800964355
1981-07-31,0.5150680541992188
1981-08-03,0.5150680541992188
1981-08-04,0.5150680541992188
1981-08-05,0.5112528800964355
1981-08-06,0.518883466720581
1981-08-07,0.5074374675750732
1981-08-10,0.5074374675750732
1981-08-11,0.5150680541992188
1981-08-12,0.5265139937400818
1981-08-13,0.5112528800964355
1981-08-14,0.5112528800964355
1981-08-17,0.5112528800964355
1981-08-18,0.5150680541992188
1981-08-19,0.5150680541992188
1981-08-20,0.5150680541992188
1981-08-21,0.518883466720581
1981-08-24,0.5150680541992188
1981-08-25,0.5150680541992188
1981-08-26,0.518883466720581
1981-08-27,0.5036221742630005
1981-08-28,0.5074374675750732
1981-08-31,0.5074374675750732
1981-09-01,0.5112528800964355
1981-09-02,0.5112528800964355
1981-09-03,0.4921758472919464
1981-09-04,0.4921758472919464
1981-09-08,0.4921758472919464
1981-09-09,0.4883608818054199
1981-09-10,0.48454567790031433
1981-09-11,0.4883608818054199
1981-09-14,0.4921758472919464
1981-09-15,0.4883608818054199
1981-09-16,0.4883608818054199
1981-09-17,0.4883608818054199
1981-09-18,0.48454567790031433
1981-09-21,0.4883608818054199
1981-09-22,0.4883608818054199
1981-09-23,0.48454567790031433
1981-09-24,0.48454567790031433
1981-09-25,0.4807303547859192
1981-09-28,0.47691473364830017
1981-09-29,0.47691473364830017
1981-09-30,0.4692845046520233
1981-10-01,0.4616536498069763
1981-10-02,0.4654689431190491
1981-10-05,0.4807303547859192
1981-10-06,0.47691473364830017
1981-10-07,0.4807303547859192
1981-10-08,0.4807303547859192
1981-10-09,0.4807303547859192
1981-10-12,0.48454567790031433
1981-10-13,0.4921758472919464
1981-10-14,0.48454567790031433
1981-10-15,0.4883608818054199
1981-10-16,0.4883608818054199
1981-10-19,0.4883608818054199
1981-10-20,0.4921758472919464
1981-10-21,0.4883608818054199
1981-10-22,0.4921758472919464
1981-10-23,0.4883608818054199
1981-10-26,0.48454567790031433
1981-10-27,0.4883608818054199
1981-10-28,0.4807303547859192
1981-10-29,0.48454567790031433
1981-10-30,0.4921758472919464
1981-11-02,0.5036221742630005
1981-11-03,0.5036221742630005
1981-11-04,0.5036221742630005
1981-11-05,0.5074374675750732
1981-11-06,0.5150680541992188
1981-11-09,0.5226988792419434
1981-11-10,0.5417750477790833
1981-11-11,0.5455904603004456
1981-11-12,0.5570367574691772
1981-11-13,0.5379598736763
1981-11-16,0.5455904603004456
1981-11-17,0.5379598736763
1981-11-18,0.5455904603004456
1981-11-19,0.5494061708450317
1981-11-20,0.5417750477790833
1981-11-23,0.5455904603004456
1981-11-24,0.5494061708450317
1981-11-25,0.5532214045524597
1981-11-27,0.5570367574691772
1981-11-30,0.5570367574691772
1981-12-01,0.5532214045524597
1981-12-02,0.5570367574691772
1981-12-03,0.5570367574691772
1981-12-04,0.534144401550293
1981-12-07,0.534144401550293
1981-12-08,0.530329704284668
1981-12-09,0.5265139937400818
1981-12-10,0.5265139937400818
1981-12-11,0.5226988792419434
1981-12-14,0.5226988792419434
1981-12-15,0.518883466720581
1981-12-16,0.5265139937400818
1981-12-17,0.5226988792419434
1981-12-18,0.5226988792419434
1981-12-21,0.518883466720581
1981-12-22,0.518883466720581
1981-12-23,0.518883466720581
1981-12-24,0.5265139937400818
1981-12-28,0.5265139937400818
1981-12-29,0.518883466720581
1981-12-30,0.5226988792419434
1981-12-31,0.5226988792419434
1982-01-04,0.518883466720581
1982-01-05,0.518883466720581
1982-01-06,0.5150680541992188
1982-01-07,0.518883466720581
1982-01-08,0.5265139937400818
1982-01-11,0.518883466720581
1982-01-12,0.5150680541992188
1982-01-13,0.5150680541992188
1982-01-14,0.5150680541992188
1982-01-15,0.518883466720581
1982-01-18,0.5150680541992188
1982-01-19,0.5074374675750732
1982-01-20,0.5150680541992188
1982-01-21,0.5112528800964355
1982-01-22,0.5150680541992188
1982-01-25,0.5112528800964355
1982-01-26,0.5112528800964355
1982-01-27,0.5150680541992188
1982-01-28,0.5112528800964355
1982-01-29,0.518883466720581
1982-02-01,0.518883466720581
1982-02-02,0.5150680541992188
1982-02-03,0.518883466720581
1982-02-04,0.518883466720581
1982-02-05,0.518883466720581
1982-02-08,0.518883466720581
1982-02-09,0.5226988792419434
1982-02-10,0.5226988792419434
1982-02-11,0.5226988792419434
1982-02-12,0.5265139937400818
1982-02-16,0.5265139937400818
1982-02-17,0.530329704284668
1982-02-18,0.530329704284668
1982-02-19,0.530329704284668
1982-02-22,0.534144401550293
1982-02-23,0.5455904603004456
1982-02-24,0.5570367574691772
1982-02-25,0.5646668672561646
1982-02-26,0.5722981095314026
1982-03-01,0.5761131048202515
1982-03-02,0.5837438106536865
1982-03-03,0.5837438106536865
1982-03-04,0.5532214045524597
1982-03-05,0.5532214045524597
1982-03-08,0.5608522891998291
1982-03-09,0.5799285173416138
1982-03-10,0.5761131048202515
1982-03-11,0.5722981095314026
1982-03-12,0.5722981095314026
1982-03-15,0.5646668672561646
1982-03-16,0.5646668672561646
1982-03-17,0.5646668672561646
1982-03-18,0.5684825778007507
1982-03-19,0.5684825778007507
1982-03-22,0.5722981095314026
1982-03-23,0.5799285173416138
1982-03-24,0.5722981095314026
1982-03-25,0.5761131048202515
1982-03-26,0.5722981095314026
1982-03-29,0.5722981095314026
1982-03-30,0.5684825778007507
1982-03-31,0.5646668672561646
1982-04-01,0.5608522891998291
1982-04-02,0.5646668672561646
1982-04-05,0.5608522891998291
1982-04-06,0.5646668672561646
1982-04-07,0.5646668672561646
1982-04-08,0.5684825778007507
1982-04-12,0.5722981095314026
1982-04-13,0.5761131048202515
1982-04-14,0.5799285173416138
1982-04-15,0.5875590443611145
1982-04-16,0.5913746953010559
1982-04-19,0.5913746953010559
1982-04-20,0.5875590443611145
1982-04-21,0.5913746953010559
1982-04-22,0.59518963098526
1982-04-23,0.59518963098526
1982-04-26,0.5990048050880432
1982-04-27,0.59518963098526
1982-04-28,0.59518963098526
1982-04-29,0.5913746953010559
1982-04-30,0.59518963098526
1982-05-03,0.59518963098526
1982-05-04,0.5913746953010559
1982-05-05,0.5913746953010559
1982-05-06,0.6028202772140503
1982-05-07,0.5990048050880432
1982-05-10,0.5990048050880432
1982-05-11,0.6104512214660645
1982-05-12,0.6142665147781372
1982-05-13,0.6028202772140503
1982-05-14,0.6066358089447021
1982-05-17,0.5990048050880432
1982-05-18,0.6028202772140503
1982-05-19,0.6028202772140503
1982-05-20,0.6028202772140503
1982-05-21,0.6028202772140503
1982-05-24,0.6028202772140503
1982-05-25,0.6028202772140503
1982-05-26,0.5990048050880432
1982-05-27,0.6028202772140503
1982-05-28,0.6028202772140503
1982-06-01,0.5990048050880432
1982-06-02,0.6066358089447021
1982-06-03,0.6028202772140503
1982-06-04,0.5684825778007507
1982-06-07,0.5684825778007507
1982-06-08,0.5761131048202515
1982-06-09,0.5799285173416138
1982-06-10,0.5684825778007507
1982-06-11,0.5761131048202515
1982-06-14,0.5646668672561646
1982-06-15,0.5646668672561646
1982-06-16,0.5608522891998291
1982-06-17,0.5494061708450317
1982-06-18,0.5417750477790833
1982-06-21,0.5570367574691772
1982-06-22,0.5570367574691772
1982-06-23,0.5494061708450317
1982-06-24,0.5455904603004456
1982-06-25,0.5455904603004456
1982-06-28,0.5417750477790833
1982-06-29,0.5417750477790833
1982-06-30,0.5379598736763
1982-07-01,0.5265139937400818
1982-07-02,0.534144401550293
1982-07-06,0.5417750477790833
1982-07-07,0.5379598736763
1982-07-08,0.5379598736763
1982-07-09,0.5417750477790833
1982-07-12,0.5455904603004456
1982-07-13,0.5494061708450317
1982-07-14,0.5570367574691772
1982-07-15,0.5532214045524597
1982-07-16,0.5532214045524597
1982-07-19,0.5608522891998291
1982-07-20,0.5608522891998291
1982-07-21,0.5646668672561646
1982-07-22,0.5761131048202515
1982-07-23,0.5761131048202515
1982-07-26,0.5684825778007507
1982-07-27,0.5494061708450317
1982-07-28,0.5455904603004456
1982-07-29,0.5455904603004456
1982-07-30,0.5494061708450317
1982-08-02,0.5570367574691772
1982-08-03,0.5646668672561646
1982-08-04,0.5684825778007507
1982-08-05,0.5684825778007507
1982-08-06,0.5646668672561646
1982-08-09,0.5684825778007507
1982-08-10,0.5646668672561646
1982-08-11,0.5570367574691772
1982-08-12,0.5646668672561646
1982-08-13,0.5684825778007507
1982-08-16,0.5913746953010559
1982-08-17,0.6028202772140503
1982-08-18,0.6104512214660645
1982-08-19,0.6066358089447021
1982-08-20,0.6142665147781372
1982-08-23,0.6218973398208618
1982-08-24,0.6180815100669861
1982-08-25,0.6257122159004211
1982-08-26,0.6218973398208618
1982-08-27,0.6142665147781372
1982-08-30,0.6142665147781372
1982-08-31,0.6257122159004211
1982-09-01,0.6218973398208618
1982-09-02,0.6257122159004211
1982-09-03,0.5990048050880432
1982-09-07,0.6066358089447021
1982-09-08,0.6028202772140503
1982-09-09,0.5990048050880432
1982-09-10,0.59518963098526
1982-09-13,0.59518963098526
1982-09-14,0.5990048050880432
1982-09-15,0.5990048050880432
1982-09-16,0.6028202772140503
1982-09-17,0.6066358089447021
1982-09-20,0.6028202772140503
1982-09-21,0.6066358089447021
1982-09-22,0.6180815100669861
1982-09-23,0.6257122159004211
1982-09-24,0.6180815100669861
1982-09-27,0.6180815100669861
1982-09-28,0.6180815100669861
1982-09-29,0.6104512214660645
1982-09-30,0.6066358089447021
1982-10-01,0.5990048050880432
1982-10-04,0.6028202772140503
1982-10-05,0.6028202772140503
1982-10-06,0.6180815100669861
1982-10-07,0.6257122159004211
1982-10-08,0.6257122159004211
1982-10-11,0.6371581554412842
1982-10-12,0.6371581554412842
1982-10-13,0.6409737467765808
1982-10-14,0.6524195075035095
1982-10-15,0.6486039757728577
1982-10-18,0.6486039757728577
1982-10-19,0.6524195075035095
1982-10-20,0.6524195075035095
1982-10-21,0.6371581554412842
1982-10-22,0.6447885632514954
1982-10-25,0.6295274496078491
1982-10-26,0.6218973398208618
1982-10-27,0.6371581554412842
1982-10-28,0.6295274496078491
1982-10-29,0.6371581554412842
1982-11-01,0.6371581554412842
1982-11-02,0.6371581554412842
1982-11-03,0.6295274496078491
1982-11-04,0.6447885632514954
1982-11-05,0.6486039757728577
1982-11-08,0.6371581554412842
1982-11-09,0.6447885632514954
1982-11-10,0.6524195075035095
1982-11-11,0.6447885632514954
1982-11-12,0.6447885632514954
1982-11-15,0.6409737467765808
1982-11-16,0.6371581554412842
1982-11-17,0.6409737467765808
1982-11-18,0.6447885632514954
1982-11-19,0.6447885632514954
1982-11-22,0.6447885632514954
1982-11-23,0.6409737467765808
1982-11-24,0.6447885632514954
1982-11-26,0.6447885632514954
1982-11-29,0.6447885632514954
1982-11-30,0.6524195075035095
1982-12-01,0.6486039757728577
1982-12-02,0.6562348008155823
1982-12-03,0.6600502729415894
1982-12-06,0.6371581554412842
1982-12-07,0.6333434581756592
1982-12-08,0.6333434581756592
1982-12-09,0.6371581554412842
1982-12-10,0.6333434581756592
1982-12-13,0.6295274496078491
1982-12-14,0.6371581554412842
1982-12-15,0.6371581554412842
1982-12-16,0.6409737467765808
1982-12-17,0.6371581554412842
1982-12-20,0.6333434581756592
1982-12-21,0.6295274496078491
1982-12-22,0.6295274496078491
1982-12-23,0.6333434581756592
1982-12-27,0.6333434581756592
1982-12-28,0.6409737467765808
1982-12-29,0.6409737467765808
1982-12-30,0.6333434581756592
1982-12-31,0.6409737467765808
1983-01-03,0.6371581554412842
1983-01-04,0.6371581554412842
1983-01-05,0.6447885632514954
1983-01-06,0.6486039757728577
1983-01-07,0.6600502729415894
1983-01-10,0.6676808595657349
1983-01-11,0.6753112077713013
1983-01-12,0.6867572069168091
1983-01-13,0.6829423308372498
1983-01-14,0.6829423308372498
1983-01-17,0.6867572069168091
1983-01-18,0.6829423308372498
1983-01-19,0.6791266798973083
1983-01-20,0.6829423308372498
1983-01-21,0.6905723810195923
1983-01-24,0.6638655662536621
1983-01-25,0.6638655662536621
1983-01-26,0.6600502729415894
1983-01-27,0.6791266798973083
1983-01-28,0.6829423308372498
1983-01-31,0.6867572069168091
1983-02-01,0.6905723810195923
1983-02-02,0.6867572069168091
1983-02-03,0.6943882703781128
1983-02-04,0.7020190358161926
1983-02-07,0.7020190358161926
1983-02-08,0.6982033848762512
1983-02-09,0.7020190358161926
1983-02-10,0.7020190358161926
1983-02-11,0.6982033848762512
1983-02-14,0.7020190358161926
1983-02-15,0.7020190358161926
1983-02-16,0.6943882703781128
1983-02-17,0.6982033848762512
1983-02-18,0.6982033848762512
1983-02-22,0.7134645581245422
1983-02-23,0.7172800302505493
1983-02-24,0.7134645581245422
1983-02-25,0.7172800302505493
1983-02-28,0.7210953831672668
1983-03-01,0.7401725053787231
1983-03-02,0.7325409650802612
1983-03-03,0.7478029727935791
1983-03-04,0.7210953831672668
1983-03-07,0.7210953831672668
1983-03-08,0.7210953831672668
1983-03-09,0.7249109148979187
1983-03-10,0.7249109148979187
1983-03-11,0.7210953831672668
1983-03-14,0.7134645581245422
1983-03-15,0.7172800302505493
1983-03-16,0.7172800302505493
1983-03-17,0.7134645581245422
1983-03-18,0.7134645581245422
1983-03-21,0.7096492648124695
1983-03-22,0.7134645581245422
1983-03-23,0.7172800302505493
1983-03-24,0.7210953831672668
1983-03-25,0.7210953831672668
1983-03-28,0.7134645581245422
1983-03-29,0.7058342099189758
1983-03-30,0.7020190358161926
1983-03-31,0.6943882703781128
1983-04-04,0.6791266798973083
1983-04-05,0.6753112077713013
1983-04-06,0.6829423308372498
1983-04-07,0.6829423308372498
1983-04-08,0.6829423308372498
1983-04-11,0.6943882703781128
1983-04-12,0.6867572069168091
1983-04-13,0.6905723810195923
1983-04-14,0.6905723810195923
1983-04-15,0.6943882703781128
1983-04-18,0.6982033848762512
1983-04-19,0.7020190358161926
1983-04-20,0.7134645581245422
1983-04-21,0.7096492648124695
1983-04-22,0.7172800302505493
1983-04-25,0.7210953831672668
1983-04-26,0.7210953831672668
1983-04-27,0.7172800302505493
1983-04-28,0.7172800302505493
1983-04-29,0.7210953831672668
1983-05-02,0.7210953831672668
1983-05-03,0.7249109148979187
1983-05-04,0.7249109148979187
1983-05-05,0.7287262082099915
1983-05-06,0.7401725053787231
1983-05-09,0.7439866065979004
1983-05-10,0.7439866065979004
1983-05-11,0.7439866065979004
1983-05-12,0.7439866065979004
1983-05-13,0.7439866065979004
1983-05-16,0.7439866065979004
1983-05-17,0.7401725053787231
1983-05-18,0.7401725053787231
1983-05-19,0.7439866065979004
1983-05-20,0.7363560199737549
1983-05-23,0.7325409650802612
1983-05-24,0.7363560199737549
1983-05-25,0.7325409650802612
1983-05-26,0.7363560199737549
1983-05-27,0.7363560199737549
1983-05-31,0.7325409650802612
1983-06-01,0.7249109148979187
1983-06-02,0.7287262082099915
1983-06-03,0.7249109148979187
1983-06-06,0.7020190358161926
1983-06-07,0.6943882703781128
1983-06-08,0.6867572069168091
1983-06-09,0.6791266798973083
1983-06-10,0.6791266798973083
1983-06-13,0.6753112077713013
1983-06-14,0.6753112077713013
1983-06-15,0.6791266798973083
1983-06-16,0.6753112077713013
1983-06-17,0.6753112077713013
1983-06-20,0.6714959740638733
1983-06-21,0.6676808595657349
1983-06-22,0.6714959740638733
1983-06-23,0.6676808595657349
1983-06-24,0.6676808595657349
1983-06-27,0.6447885632514954
1983-06-28,0.6371581554412842
1983-06-29,0.6447885632514954
1983-06-30,0.6486039757728577
1983-07-01,0.6409737467765808
1983-07-05,0.6333434581756592
1983-07-06,0.6447885632514954
1983-07-07,0.6447885632514954
1983-07-08,0.6447885632514954
1983-07-11,0.6486039757728577
1983-07-12,0.6600502729415894
1983-07-13,0.6562348008155823
1983-07-14,0.6600502729415894
1983-07-15,0.6562348008155823
1983-07-18,0.6676808595657349
1983-07-19,0.6600502729415894
1983-07-20,0.6638655662536621
1983-07-21,0.6753112077713013
1983-07-22,0.6867572069168091
1983-07-25,0.6943882703781128
1983-07-26,0.7096492648124695
1983-07-27,0.6905723810195923
1983-07-28,0.6905723810195923
1983-07-29,0.6943882703781128
1983-08-01,0.6905723810195923
1983-08-02,0.6791266798973083
1983-08-03,0.6867572069168091
1983-08-04,0.6829423308372498
1983-08-05,0.6867572069168091
1983-08-08,0.6714959740638733
1983-08-09,0.6791266798973083
1983-08-10,0.6714959740638733
1983-08-11,0.6753112077713013
1983-08-12,0.6791266798973083
1983-08-15,0.6867572069168091
1983-08-16,0.6829423308372498
1983-08-17,0.7020190358161926
1983-08-18,0.6943882703781128
1983-08-19,0.7020190358161926
1983-08-22,0.6982033848762512
1983-08-23,0.6943882703781128
1983-08-24,0.6982033848762512
1983-08-25,0.6943882703781128
1983-08-26,0.6943882703781128
1983-08-29,0.6943882703781128
1983-08-30,0.6905723810195923
1983-08-31,0.6905723810195923
1983-09-01,0.6867572069168091
1983-09-02,0.6676808595657349
1983-09-06,0.6676808595657349
